OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,ActiveFireCandidate,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
501701,38463293,,DEFAULT,,,wildcade,185.5,20,WANEC,1,,,,,Minimal,,Wind Driven Runs,Spotting,Human,,,SALY,,9/20/2025 11:40:00 PM,,,0,100,0,0,PN,1532,NWCC,9/24/2025 7:33:49 PM,9/22/2025 3:45:00 AM,9/24/2025 7:00:00 PM,F,Type 4 IC,HAWK CREEK,"9 Miles NW from DAVENPORT, WA",WF,FI,47.76663,-118.280868,,,{B88BFEDF-7E98-458C-8CD1-D24C08A3F2B9},,0,1,,,,1,002430,wildcade,100,100,DAVENPORT,Lincoln,WANEC,53043,,,,Private,Private,Willamette,NE,NE,36,5,26,NW10,DNR,WANES,US-WA,,,Timber (Litter and Understory),Timber (Grass and Understory),105,2025-WANES-002430,No Decision,,,,9/20/2025 11:57:41 PM,10/4/2025 11:26:37 PM,1,0,,,{403BD982-607A-4F3D-9E23-9D2E422B73A6},9a74ba1e-66c6-4f41-8019-75b0690a8f6f,Type 4 Incident,-118.294833,47.787
502107,38463703,,DEFAULT,,,wildcade,1050,,UTNUC,,,,,,,,,,Undetermined,,,,,9/22/2025 6:48:19 PM,,,,,,,,,GBCC,,,,,,Blacksmith Fork Ephraims Unit RX,,RX,FI,41.7522,-111.541,,,{CD96CD76-5B41-4EDF-9073-26EFE55427D5},,0,1,,,,,200832,wildcade,,,,Cache,UTNUC,49005,USFS,UTUWF,,USFS,Federal,,,,,,,GB26,USFS,UTUWF,US-UT,,,,,,2025-UTUWF-200832,No Decision,,,,9/22/2025 6:48:58 PM,9/29/2025 8:15:09 PM,1,0,,,{AA86895A-E803-48B2-ABE1-D14EC342A546},188b01a7-5891-4daa-aca3-8a7b3bc6b99d,,-111.532667,41.771833
502192,38463787,EKT5,DEFAULT,,,wildcade,390,0.25,IDGVC,10000,,,,,Moderate,,Flanking,Uphill Runs,Natural,,,,,9/22/2025 10:19:49 PM,,,0,0,0,100,P1,0117,NRCC,9/27/2025 11:49:10 PM,9/27/2025 3:00:00 PM,9/27/2025 9:00:00 PM,I,Type 4 IC,Sheep Drive,"12 Miles NE from Elk City, ID",WF,FI,45.969926,-115.32486,,,{2181AF62-42F0-4B4D-9F5D-A041A8DAC7AB},,0,1,,,,0,000925,wildcade,0,0,,Idaho,IDGVC,16049,USFS,IDNCF,,USFS,Federal,,,,,,,NR06,USFS,IDNCF,US-ID,,,Timber (Litter and Understory),,,2025-IDNCF-000925,No Decision,,,,9/22/2025 10:25:50 PM,10/8/2025 6:26:34 PM,1,0,,,{D62CDC8C-9051-47BA-89CF-0B75DCCA0508},b6802c81-96fb-46da-b2f2-37ea232701ec,Type 4 Incident,-115.236767,45.866667
506226,38468823,,DEFAULT,,,wildcade,,,MTMDC,,,,,,,,,,Undetermined,,,,,9/23/2025 12:51:05 AM,,,,,,,,,NRCC,,,,,,RX D4 Peppy Le Deux West,,RX,FI,46.7175,-114.533,,,{DBF0EEBC-FB38-4E35-8DB5-EF76924FF3D1},,0,,,,,,250737,wildcade,,,,Missoula,MTMDC,30063,USFS,MTLNF,,USFS,Federal,,,,,,,NR04,USFS,MTLNF,US-MT,,,,,,2025-MTLNF-250737,No Decision,,,,10/10/2025 3:38:31 PM,10/10/2025 8:33:53 PM,1,0,,,{551392C3-A01B-4301-8418-AB7DEB153F6F},ef153bf4-2cf1-457b-916f-1fa9ef1a302f,,-114.414017,46.973617
502977,38465571,,DEFAULT,,,ics209,380,,CAMNFC,239790,,,,,Minimal,,Backing,Smoldering,Human,,,,,9/23/2025 11:29:00 PM,,,0,100,0,0,,,ONCC,10/10/2025 12:19:47 AM,9/27/2025 5:45:00 AM,9/27/2025 6:00:00 AM,F,Type 5 IC,Holomua,"1 Miles SE from Paia, HI",WF,FI,,,,,{1225369D-24D5-4C9A-92C4-7551890578A3},,0,,,,,0,0901208,ics209,100,100,Paia,Maui,CAMNFC,15009,,,,Private,Private,,,,,,,None,C&L,HIMAUX,US-HI,,,Tall Grass (2.5 feet),Brush (2 feet),39,2025-HIMAUX-0901208,No Decision,,,,9/26/2025 12:56:24 AM,10/10/2025 12:19:46 AM,1,0,,,{306A20BE-6748-49F1-A018-79E21CD7D697},36e8e82a-b696-4dc1-afc4-b72013c84bd8,Type 5 Incident,-156.3533333,20.8926667
502829,38465422,,DEFAULT,,,wildcade,65,,MTHDC,,,,,,,,,,Undetermined,,,,,9/25/2025 4:20:00 PM,,,,,,,,,NRCC,,,,,,Mass Geiss Unit 25 RX,,RX,FI,46.717383,-110.707467,,,{8A5E56DC-1EF6-497E-9C4D-7102E5471D4C},,0,1,,,,,000731,wildcade,,,,Meagher,MTHDC,30059,USFS,MTHLF,,USFS,Federal,,,,,,,NR11,USFS,MTHLF,US-MT,,,,,,2025-MTHLF-000731,No Decision,,,,9/25/2025 5:07:12 PM,10/10/2025 4:29:42 PM,1,0,,,{650919CD-0839-47F0-A44A-FE2FDC46D137},c04b9f6d-45e9-4dbe-9697-2fb6421f350c,,-110.707467,46.717383
503149,38465743,,DEFAULT,,,wildcade,27,27,MIMIDC,,,,,,,,,,Undetermined,,,,,9/27/2025 3:00:00 PM,,,,,,,,,EACC,,,,,,Explorer RX,,RX,FI,46.69987,-88.706017,,,{39F5FEB0-4275-4C99-92C8-7E6BECC90A8F},,0,1,,,,,250249,wildcade,,,,Houghton,MIMIDC,26061,USFS,MIOTF,,USFS,Federal,,,,,,,EA04,USFS,MIOTF,US-MI,,,,,,2025-MIOTF-250249,No Decision,,,,9/26/2025 8:19:41 PM,10/9/2025 6:40:49 PM,1,0,,,{F9B45B08-9529-4188-8657-FFEBDD7922A3},6c7a4810-376a-4d44-8431-3709fbb26a13,,-88.729383,46.67855
503820,38466413,,DEFAULT,,,iffrs,311.7,311.7,WIWISC,,311.7,,,,,,,,Undetermined,,,,,9/27/2025 6:07:00 PM,,,,,,,,,EACC,,,,,,rx-7,,RX,FI,46.1490659,-92.1069937,,,{BE6040F9-E49B-4C2D-AFCA-C583CD080837},,0,,,,,,RX2928,iffrs,,,,Burnett,WIWIC,55013,DNR,WIWIS,,State,Other,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-RX2928,No Decision,,,,9/29/2025 7:52:34 PM,10/3/2025 5:14:36 PM,1,0,,,{D73B8643-8345-449C-A2A8-297A8478563B},39597f2f-1dd3-4c9c-ac8c-01ec060495e2,,-92.1069937,46.1490659
503422,38466016,EKW8,DEFAULT,,,wildcade,84,20,IDCIC,10000,,,,,Minimal,,Creeping,Isolated Torching,Undetermined,,,,,9/27/2025 10:15:23 PM,,,0,0,100,0,P4,0413,GBCC,10/9/2025 10:00:57 PM,10/2/2025 9:00:00 PM,10/9/2025 8:45:00 PM,U,Type 4 IC,Scratch,"27 Miles N from Stanley, ID",WF,FI,44.61,-114.97,,,{D4D5E88D-7170-4A76-BC9A-1614066F59FF},,0,1,,,,0,250206,ics209,0,0,,Custer,IDCIC,16037,USFS,IDSCF,,USFS,Federal,,,,,,,GB02,USFS,IDSCF,US-ID,,,Timber (Grass and Understory),,1,2025-IDSCF-250206,No Decision,,,,9/27/2025 11:38:18 PM,10/9/2025 10:00:56 PM,1,0,,,{57336E43-3C71-41B5-B1D0-E0B8629ABEC1},2ee2550f-f98f-4fec-b255-cdd3611237bf,Type 4 Incident,-114.964195,44.612756
504042,38466637,,DEFAULT,,,iffrs,320,320,WIWISC,,320,,,,,,,,Undetermined,,,,,9/28/2025 5:46:00 PM,,,,,,,,,EACC,,,,,,rx-25,,RX,FI,46.1176685,-92.0815441,,,{D88891EC-8FF1-41B8-9A1F-0E2F65FEBE73},,0,,,,,,RX2929,iffrs,,,,Burnett,WIWIC,55013,DNR,WIWIS,,State,Other,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-RX2929,No Decision,,,,9/30/2025 8:50:57 PM,10/3/2025 5:35:17 PM,1,0,,,{75144E47-EDD8-4327-B76E-254520A914F4},80272bc7-92a2-47d2-be78-225f9a5c926c,,-92.0815441,46.1176685
503724,38466318,,DEFAULT,,,ics209,147,,MSMIC,29400,,,,,Active,,,,Undetermined,,,,,9/28/2025 6:00:00 PM,,,25,75,0,0,,,SACC,9/29/2025 2:31:24 PM,9/28/2025 6:00:00 PM,9/29/2025 12:45:00 AM,F,Type 5 IC,Harrison: Riceville Rd. & 407,"1 Miles S from McHenry, MS",WF,FI,,,,,{697CE05E-3A52-44FA-A328-A1B3B9751F49},,0,,,,,0,015600,ics209,100,100,,Harrison,MSMIC,28047,,,,Private,Private,,,,,,,SA21B,FC,MSMSS,US-MS,,,Southern Rough,,6,2025-MSMSS-015600,No Decision,,,,9/29/2025 2:29:05 PM,9/29/2025 2:31:24 PM,1,0,,,{FE2B9F11-A32C-4F5A-9893-D4397A9121BC},6d27ba23-6f07-400a-8239-27c24ee5701f,Type 5 Incident,-89.2058333,30.6708333
506408,38469007,,DEFAULT,,,cfcad,63,0.01,CAFKCC,,,,,,,,,,Undetermined,,,,,9/28/2025 11:43:39 PM,,,,,,,,,OSCC,,,,,,RX MIRAMONTE VMP,,RX,FI,36.67206,-119.086545,,,{D5683DD6-3FE4-4198-9D55-24EF6467B912},,0,0,0,0,0,,020865,cfcad,,,,Fresno,CASICC,06019,,,,Private,Private,,,,,,,SC04,CAL FIRE,CAFKU,US-CA,,,,,,2025-CAFKU-020865,No Decision,,,,10/11/2025 3:46:45 PM,10/12/2025 10:28:47 PM,1,0,,,{55B8B9E3-5834-4D7E-8924-8D52197EC31C},00c62b02-b11e-4bf6-bfab-35febc5d58ef,,-119.086545,36.67206
504591,38467187,,DEFAULT,,,firesponse,270,270,TXTIC,,,,,,,,,,Undetermined,,,,,9/29/2025 1:53:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Cherokee 4580,,RX,FI,31.5575,-95.09484,,,{86640294-6B48-469C-890F-5F187B046C05},,0,,,,,0,254580,firesponse,0,,,Cherokee,TXTIC,48073,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254580,No Decision,,,,10/3/2025 1:45:09 AM,10/3/2025 1:45:09 AM,1,0,,,{F1FA0E85-0335-4636-9D60-67008CFE40EE},25f54675-e1f3-4300-9f12-978c7d52b30b,Type 5 Incident,-95.09484,31.5575
503798,38466391,,DEFAULT,,,wildcade,0.1,0.1,NMABC,,,,,,,,,,Natural,,,SBE9,,9/29/2025 6:19:05 PM,,,,,,,,,SWCC,,,,,,LAVAS EDGE,,WF,FI,34.775428,-107.967094,,,{2C0DEF63-CE0B-4979-81CE-A2CAD89CCB94},,0,1,,,,,000494,wildcade,,,,Cibola,NMABC,35006,NPS,NMEMP,,NPS,Federal,,,,,,,SW07,NPS,NMEMP,US-NM,,,,,,2025-NMEMP-000494,No Decision,,,,9/29/2025 6:20:03 PM,10/10/2025 3:45:30 PM,1,0,,,{BDD79D37-D297-406B-A269-3211E7CBE79D},e747f200-4956-49df-9be7-f795094024fd,,-107.967094,34.775428
503949,38466546,,DEFAULT,,,ics209,485,,MSMIC,96800,,,,,Active,,,,Undetermined,,,,,9/29/2025 7:15:00 PM,,,25,75,0,0,,,SACC,10/2/2025 5:39:33 PM,10/2/2025 3:45:00 PM,10/2/2025 5:30:00 PM,F,Type 5 IC,Harrison - Cemetery Rd,"1 Miles S from Riceville, MS",WF,FI,,,,,{0099FDFB-DBD6-44CD-8EA6-FE9CA0A236F4},,0,,,,,0,015616,ics209,100,100,,Harrison,MSMIC,28047,,,,State,Other,,,,,,,SA21B,FC,MSMSS,US-MS,,,Southern Rough,,6,2025-MSMSS-015616,No Decision,,,,9/30/2025 1:25:19 PM,10/2/2025 5:39:33 PM,1,0,,,{6A24A748-7309-44A8-BB0A-21D2A87F1C8B},0ac35c1d-df0b-4b7c-9c93-6ec401b7c47c,Type 5 Incident,-89.3058333,30.5280556
504589,38467185,,DEFAULT,,,firesponse,145,145,TXTIC,,,,,,,,,,Undetermined,,,,,9/30/2025 1:44:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx San Jacinto 4600,,RX,FI,30.671307,-95.200043,,,{24D629A2-E0B9-48DE-A35F-D94B07B25A44},,0,,,,,0,254600,firesponse,0,,,San Jacinto,TXTIC,48407,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254600,No Decision,,,,10/3/2025 1:44:34 AM,10/3/2025 1:44:34 AM,1,0,,,{32F26846-E4D6-452D-9E11-360A9F580D1B},b2b3149e-a171-45bc-a4f5-7d395a543b66,Type 5 Incident,-95.200043,30.671307
505023,38467622,,DEFAULT,,,firesponse,120,120,TXTIC,,,,,,,,,,Undetermined,,,,,10/1/2025 5:40:00 AM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Jasper 4612,,RX,FI,30.837985,-93.967357,,,{A2A817A2-6265-4583-B839-35269FCE7B72},,0,,,,,0,254612,firesponse,0,,,Jasper,TXTIC,48241,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254612,No Decision,,,,10/5/2025 1:49:08 AM,10/5/2025 1:49:08 AM,1,0,,,{B0C39C1D-DD57-4BB2-AB03-50943F5B0C31},d3bd22e4-3786-470c-9403-72027a9a8f68,Type 5 Incident,-93.967357,30.837985
504845,38467441,,DEFAULT,,,firesponse,123.8,123.8,TXTIC,,,,,,,,,,Undetermined,,,,,10/1/2025 1:49:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Rusk 4608,,RX,FI,32.092395,-94.609664,,,{93532F0E-5069-4CCE-A415-BA6993333B7A},,0,,,,,0,254609,firesponse,0,,,Rusk,TXTIC,48401,,,,Private,Private,,,,,,,SA07,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254609,No Decision,,,,10/4/2025 4:00:16 PM,10/4/2025 4:00:16 PM,1,0,,,{F514DB7B-98BE-427C-9613-19DBCE33415C},48fb5872-8b29-4c50-a94f-16f0de87211a,Type 5 Incident,-94.609664,32.092395
504846,38467443,,DEFAULT,,,firesponse,120,120,TXTIC,,,,,,,,,,Undetermined,,,,,10/1/2025 5:01:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Cherokee 4611,,RX,FI,32.032061,-95.32872,,,{682711B3-72A6-431B-97A4-98C3174174D7},,0,,,,,0,254611,firesponse,0,,,Cherokee,TXTIC,48073,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254611,No Decision,,,,10/4/2025 4:04:28 PM,10/4/2025 4:04:28 PM,1,0,,,{B9CF9CFC-38FE-4017-A10C-42AF4C62FDBB},0990ebcb-7606-4fb1-b023-946ae5f4886c,Type 5 Incident,-95.32872,32.032061
504217,38466814,EK2X,ICS209,,,wildcade,309,3,FLFIC,315000,,,,,Minimal,Backing,Creeping,Smoldering,Human,,,SBSE,,10/1/2025 6:44:53 PM,,,0,100,0,0,P8,0805,SACC,10/12/2025 7:56:21 PM,10/11/2025 5:00:00 PM,10/12/2025 6:00:00 PM,U,Type 4 IC,Western Branch,"3 Miles S from Hosford, FL",WF,FI,30.2855,-84.86,,,{1155CE3B-B872-4626-B8AB-208E67249999},,0,1,,,,0,002744,ics209,65,100,,Liberty,FLFIC,12077,USFS,FLFNF,,USFS,Federal,,,,,,,SA47,USFS,FLFNF,US-FL,,,Southern Rough,Brush (2 feet),24,2025-FLFNF-002744,No Decision,,,,10/1/2025 6:48:52 PM,10/12/2025 7:56:21 PM,1,0,,,{1A5D5CD1-26B8-47BC-BC12-CB7C66F1C79A},86af343b-0079-4814-969f-0c687a8f5091,Type 5 Incident,-84.860883,30.289717
504247,38466844,,DEFAULT,,,cfcad,33.3,0.01,CAGVCC,,,,,,,,,,Undetermined,,,,,10/1/2025 8:09:12 PM,,,,,,,,,ONCC,,,,,,WADDLE RX,,RX,FI,39.319612,-120.097532,,,{E83B11FF-3A5A-45AF-8E50-7CF0ACA92A2F},,0,0,0,0,0,,029017,cfcad,,,,Nevada,CAGVCC,06057,,,,OthLoc,Other,,,,,,,NC08,CAL FIRE,CANEU,US-CA,,,,,,2025-CANEU-029017,No Decision,,,,10/1/2025 8:10:09 PM,10/9/2025 10:19:57 PM,1,0,,,{447B6200-E190-4E9D-A09E-572E20041C95},af9375cc-b405-4e57-bee0-ab2ebd5f7bec,,-120.097532,39.319612
505554,38468152,,DEFAULT,,,firesponse,65,65,TNTNSC,,,,,,,,,,Undetermined,,,,,10/2/2025 4:07:47 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx - Dunkin Lake Rd,,RX,FI,35.61816667,-88.7007,,,{4FBD89FE-49EC-4F92-9995-B63E3C761303},,0,,,,,0,250912,firesponse,100,,,Madison,TNTNSC,47113,,,,Private,Private,,,,,,,SA24,DVF,TNTNS,US-TN,,,,,,2025-TNTNS-250912,No Decision,,,,10/7/2025 12:28:29 PM,10/7/2025 12:28:29 PM,1,0,,,{3592B6B4-4E6E-4F03-B9DA-253FC5E550EB},964e8e10-9668-4910-9e44-b91aaffa6b58,Type 5 Incident,-88.7007,35.61816667
504640,38467236,,DEFAULT,,,iffrs,33.3,33.3,WIWISC,,33.3,,,,,,,,Undetermined,,,,,10/2/2025 5:47:00 PM,,,,,,,,,EACC,,,,,,rx-79,,RX,FI,45.8796146,-92.6390094,,,{753CD8AB-86E0-44E6-B913-6F6C8D969E09},,0,,,,,,RX2936,iffrs,,,,Burnett,WIWIC,55013,DNR,WIWIS,,State,Other,,,,,,,EA04,DNR,WIWIS,US-WI,,,,,,2025-WIWIS-RX2936,No Decision,,,,10/3/2025 2:37:38 PM,10/6/2025 11:42:17 PM,1,0,,,{3F99B6EB-AF9C-47D1-B525-2890194987DA},0e88f063-3ae4-439c-a24b-5d9d031ac05d,,-92.6390094,45.8796146
504548,38467145,,ICS209,,,wildcade,540,0.1,UTNUC,1148160,,,,,Minimal,Smoldering,Smoldering,Flanking,Human,,,SBNQ,,10/2/2025 9:52:50 PM,,,0,100,0,0,P4,0419,GBCC,10/9/2025 9:19:41 PM,10/9/2025 9:00:00 PM,10/9/2025 9:15:00 PM,F,Type 5 IC,Cherry,"9 Miles E from Springville, UT",WF,FI,40.237912,-111.461062,,,{A1505664-3612-4861-A990-C16446E1D90A},,0,1,,,,0,200864,ics209,100,100,Springville,Utah,UTNUC,49049,USFS,UTUWF,,USFS,Federal,Salt Lake,,,5 E,18,7 S,GB26,USFS,UTUWF,US-UT,,,"Dormant Brush, Hardwood Slash",Tall Grass (2.5 feet),2,2025-UTUWF-200864,No Decision,,,,10/2/2025 10:50:46 PM,10/9/2025 9:19:41 PM,1,0,,,{0724873B-EF82-4C6F-9DB0-20DDD17EC083},36209df3-0847-4e49-b15e-2e779965d2f0,Type 5 Incident,-111.431483,40.193367
504646,38467247,,DEFAULT,,,wildcade,0.25,0.25,WYCPC,,,,,,,,,,Undetermined,,,SBPY,,10/3/2025 1:29:00 PM,,,,,,,,,RMCC,,,,,,Gates Dam,,WF,FI,44.34914,-105.86603,,,{BBDD94DF-3375-4E71-99F8-F9A068F9A0FB},,0,1,,,,,250473,INFORM_Inspector,,,,Campbell,WYCPC,56005,,,,Private,Private,,,,,,,RM04,C&L,WYCMX,US-WY,,,,,,2025-WYCMX-250473,No Decision,,,,10/3/2025 3:16:22 PM,10/10/2025 6:27:36 PM,1,0,,,{1160CE44-50A8-4D25-9CFD-9144C1B8CA9B},bd9e45ca-2308-453c-86bd-d471afc6e88c,,-105.869318,44.350058
505078,38467676,,DEFAULT,,,firesponse,103.5,103.5,TXTIC,,,,,,,,,,Undetermined,,,,,10/3/2025 2:00:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Shelby 4657,,RX,FI,31.843424,-94.146039,,,{68F4B7EE-B68D-44B3-BC96-1FFE9EE7F222},,0,,,,,0,254657,firesponse,0,,,Shelby,TXTIC,48419,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254657,No Decision,,,,10/5/2025 1:09:29 PM,10/5/2025 1:09:29 PM,1,0,,,{FD39D27E-B85F-4A34-8898-4F684F6C0D9B},32faebba-d9a6-4beb-a721-e283b63e836d,Type 5 Incident,-94.146039,31.843424
504633,38467230,,DEFAULT,,,wildcade,19.2,,ILILC,,,,,,,,,,Undetermined,,,,,10/3/2025 2:12:25 PM,,,,,,,,,EACC,,,,,,DNR - Cache River Wetlands Center RX,,RX,FI,37.312,-89.015,,,{0103CED3-C1DE-4938-9E9E-DE80A951287D},,0,,,,,,250538,wildcade,,,,Johnson,ILILC,17087,DFR,ILILS,,State,Other,,,,,,,EA14,DFR,ILILS,US-IL,,,,,,2025-ILILS-250538,No Decision,,,,10/3/2025 2:16:10 PM,10/6/2025 12:17:20 PM,1,0,,,{E41854AF-5EB3-47AE-8654-AAA8E83FA8DD},e7ea228c-aea5-49ec-879b-efb8d1b87db7,,-89.015,37.312
505079,38467677,,DEFAULT,,,firesponse,50,50,TXTIC,,,,,,,,,,Undetermined,,,,,10/3/2025 3:09:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Jasper 4662,,RX,FI,30.328017,-94.012692,,,{EF7D0D8D-817C-4497-9E84-C3E5AF9A0600},,0,,,,,0,254662,firesponse,0,,,Jasper,TXTIC,48241,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254662,No Decision,,,,10/5/2025 1:09:29 PM,10/5/2025 1:09:29 PM,1,0,,,{F5D0EF0F-1B9E-4A92-9E50-86D51F6458DC},d534fa92-a44b-4c74-a711-42dfc09ddae3,Type 5 Incident,-94.012692,30.328017
504970,38467567,,DEFAULT,,,wildcade,0.03,0.03,CACCCC,,,,,,,,,,Human,,,SBS6,,10/4/2025 12:38:28 AM,,,,,,,P5,0513,OSCC,,,,,,MESA,,WF,FI,35.635808,-118.397126,,,{33C43AE5-EB1B-4249-8B95-59F57EBD3D5E},,0,1,,,,,001643,wildcade,,,,Kern,CACCCC,06029,,,,Private,Private,,,,,,,SC03,USFS,CASQF,US-CA,,,,,,2025-CASQF-001643,No Decision,,,,10/4/2025 10:17:57 PM,10/12/2025 6:34:32 PM,1,0,,,{BAB5FD0B-0283-4590-8D52-4EEA40AF943A},1aabebec-7c63-40d9-9f59-9a19dc1e066f,,-118.3962,35.63555
505995,38468593,,DEFAULT,,,firesponse,100,100,TXTIC,,,,,,,,,,Undetermined,,,,,10/4/2025 3:30:00 PM,Type 5 Incident,,,,,,,,SACC,,,,,,Rx Jasper 4667,,RX,FI,30.331193,-94.022118,,,{DED6C87D-2A2B-4D23-BAFC-DBE81701D200},,0,,,,,0,254667,firesponse,0,,,Jasper,TXTIC,48241,,,,Private,Private,,,,,,,SA12,SFS,TXTXS,US-TX,,,,,,2025-TXTXS-254667,No Decision,,,,10/9/2025 1:23:15 PM,10/9/2025 1:23:15 PM,1,0,,,{8B8531E8-74D1-4AD1-8D2C-6F7AC95350A1},ad12d6ce-7e4b-4d27-babf-0f05547d51ca,Type 5 Incident,-94.022118,30.331193
505077,38467675,,DEFAULT,,,ics209,600,,MSMIC,120000,,,,,Extreme,,,,Human,,,,,10/4/2025 6:30:00 PM,,,25,75,0,0,,,SACC,10/6/2025 6:03:31 PM,10/6/2025 2:45:00 PM,10/6/2025 5:45:00 PM,F,Type 3 IC,Attala 6592 Attala Road 3232,"14 Miles S from Poplar Springs, MS",WF,FI,,,,,{C44F7BDE-B5B0-4940-A897-7617CF370976},,0,,,,,0,015701,ics209,100,100,Heasterville,Attala,MSMIC,28007,,,,Private,Private,,,,,,,SA22A,FC,MSMSS,US-MS,,,Southern Rough,,10,2025-MSMSS-015701,No Decision,,,,10/5/2025 12:51:42 PM,10/6/2025 6:03:31 PM,1,0,,,{57E350BE-F249-4C7C-AEA7-84D709F20F32},959f816f-6aa7-4eb2-a867-2a44a48c6a78,Type 3 Incident,-89.6505556,33.1594444
505307,38467904,,DEFAULT,,,INFORM_Mobile,10,,MIMISC,,,,,,,,,,Human,Equipment and vehicle use,,,,10/4/2025 8:54:00 PM,,,,,,,,,EACC,,,,,,Oceana 09,,WF,FI,,,,,{1CAC3D50-8B37-47CE-BA8C-BF3DAA7FF8E9},,0,,,,,,640014,INFORM_Mobile,,,,Oceana,MIMIDC,26127,,,,Private,Private,,,,,,,EA08,DNR,MIMIS,US-MI,,,,,,2025-MIMIS-640014,No Decision,,,,10/6/2025 1:33:08 PM,10/6/2025 1:33:08 PM,1,0,,,{7EDE89DD-B1EC-41F4-989C-616B0A758A83},46ab5162-576c-4fdc-8bcc-a19a09868924,,-86.06000055,43.55374678
505047,38467645,,DEFAULT,,,wildcade,10,0.1,AZADC,,,,,,,,,,Undetermined,,,SBSD,,10/5/2025 2:26:04 AM,,,,,,,PN,1532,SWCC,,,,,,Wellton - Butterfield,,WF,FI,37.74252,-114.43988,,,{1C3E99B0-61D2-4BF3-9A70-9604FA1151CF},,0,1,,,,,251591,wildcade,,,,Yuma,AZPDC,04027,,,,Private,Private,,,,,,,SW03,DFFM,AZA4S,US-AZ,,,,,,2025-AZA4S-251591,No Decision,,,,10/5/2025 3:42:34 AM,10/5/2025 3:57:25 PM,1,0,,,{6D1692E2-51F3-4345-A854-E8ED07391781},b473f713-e03a-4608-b91f-147608aed071,Type 4 Incident,-114.425167,32.752
