OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,ModifiedBySystem,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,ActiveFireCandidate,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,x,y
491276,38452842,,ICS209,,,wildcade,629,0.25,MTBRC,3500,,,,,Minimal,Backing,Flanking,Isolated Torching,Natural,,,,,8/20/2025 1:14:00 AM,,,0,0,0,100,,,NRCC,10/2/2025 9:47:51 PM,9/26/2025 10:45:00 PM,10/2/2025 8:45:00 PM,U,Type 4 IC,Lonely Mountain,"29 Miles E from Elk City, ID",WF,FI,45.749521,-114.847126,,,{1B084AB9-EF57-4C87-AC9A-C0C72ADC3BE6},,0,1,,,,0,000516,ics209,0,0,,Idaho,MTBRC,16049,USFS,MTBRF,,USFS,Federal,,,,,,,NR06,USFS,MTBRF,US-ID,,,Timber (Litter and Understory),,1,2025-MTBRF-000516,No Decision,,,,8/20/2025 4:06:25 PM,10/2/2025 9:47:51 PM,1,0,,,{B0067AF7-B2F4-4B47-92E9-25D5CFBC2D6C},f83590f4-334c-40de-8560-6a3b99521fe8,Type 4 Incident,-114.865667,45.750667
491440,38453005,EKT4,ICS209,,,wildcade,356,3,MTMDC,3800000,,,,,Minimal,Smoldering,Smoldering,Creeping,Natural,,,S89Q,,8/20/2025 10:04:00 PM,,,0,100,0,0,P1,0116,NRCC,9/19/2025 12:10:24 AM,9/18/2025 9:00:00 PM,9/18/2025 10:00:00 PM,F,Type 4 IC,Corral Creek,"6 Miles SW from Frenchtown, MT",WF,FI,46.44,-114.328,,,{2470C158-10CC-40BF-8C9A-2619AB9B6E66},,0,1,,,,0,250585,wildcade,100,100,Huson,Missoula,MTMDC,30063,USFS,MTLNF,,USFS,Federal,,,,,,,NR04,USFS,MTLNF,US-MT,,,Timber (Grass and Understory),Timber (Litter and Understory),16,2025-MTLNF-250585,No Decision,,,,8/20/2025 10:19:48 PM,10/7/2025 7:23:27 PM,1,0,,,{4E55B031-A004-46B6-8293-5CFD218B8E83},609df1c0-7f55-4516-8cdd-39ab4751bacb,Type 4 Incident,-114.339117,46.9648
491468,38453033,,ICS209,,,wildcade,1932,0.25,MTDDC,0,,,,,Active,Short Crown Runs,Torching,Spotting,Natural,,,,,8/20/2025 10:51:01 PM,,,0,100,0,0,,,NRCC,9/5/2025 12:53:05 AM,9/3/2025 9:00:00 PM,9/4/2025 9:00:00 PM,F,Type 3 Team,Devil Mountain,"15 Miles NE from Drummond, MT",WF,FI,46.750167,-112.872333,,,{32280E4D-167C-4C99-87AA-6639976426EA},,0,1,,,,0,256445,wildcade,2,100,,Powell,MTDDC,30077,BLM,MTMFD,,BLM,Federal,,,,,,,NR08,DNRC,MTSWS,US-MT,,,Short Grass (1 foot),Timber (Grass and Understory),,2025-MTSWS-256445,No Decision,,,,8/20/2025 11:13:13 PM,9/30/2025 5:25:22 PM,1,0,,,{495B89DF-3B43-48CE-91D9-EC2EB91EDC15},65027563-31d1-4efe-94c7-589c38fecde7,Type 3 Incident,-112.869,46.745833
491489,38453055,EKT%,DEFAULT,,,wildcade,535,0.1,IDGVC,6500,,,,,Minimal,,Smoldering,Creeping,Undetermined,,,,,8/20/2025 11:21:00 PM,,,0,0,0,100,P1,,NRCC,10/9/2025 8:44:06 PM,10/3/2025 6:00:00 PM,10/9/2025 6:00:00 PM,U,Type 4 IC,Schwar Creek,"15 Miles NE from Elk City, ID",WF,FI,45.8808,-115.1222,,,{69968678-88AB-46D2-A1F0-83E4636268B8},,0,1,,,,0,000715,ics209,0,100,,Idaho,IDGVC,16049,USFS,IDNCF,,USFS,Federal,,,,,,,NR06,USFS,IDNCF,US-ID,,,Timber (Litter and Understory),Brush (2 feet),,2025-IDNCF-000715,No Decision,,,,8/20/2025 11:49:06 PM,10/9/2025 8:44:06 PM,1,0,,,{F09694BA-3C65-4FD4-84A1-B3FA733CEE53},817f49f8-acc1-4e20-ae6d-1b1df50a6e14,Type 4 Incident,-115.1222,45.8808
491479,38453044,EKT5,DEFAULT,,,wildcade,2700,0.1,IDGVC,6500,,,,,Minimal,,Smoldering,Backing,Natural,,,,,8/20/2025 11:29:00 PM,,,0,0,0,100,P1,0117,NRCC,10/9/2025 8:41:49 PM,10/3/2025 6:00:00 PM,10/9/2025 6:00:00 PM,U,Type 4 IC,Rhoda Creek,"25 Miles NE from Lowell, ID",WF,FI,46.239167,-115.0895,,,{651DF94D-5A39-41A4-A50E-55EC385D6679},,0,1,,,,0,000716,ics209,0,100,,Idaho,IDGVC,16049,USFS,IDNCF,,USFS,Federal,,,,,,,NR06,USFS,IDNCF,US-ID,,,Medium Logging Slash,Timber (Litter and Understory),,2025-IDNCF-000716,No Decision,,,,8/20/2025 11:34:05 PM,10/9/2025 8:41:49 PM,1,0,,,{8CE6E39D-F765-40E1-8C6E-062E7F9EE6B9},742234e5-b937-4aed-b3fa-8dd9dd26f813,Type 4 Incident,-115.0895,46.239167
491722,38453287,,ICS209,,,wildcade,19467,600,WYTDC,26623867,,,,,Minimal,Smoldering,Smoldering,Isolated Torching,Undetermined,,,S8AE,,8/21/2025 8:16:00 PM,,,0,100,0,0,P4,0403,GBCC,10/6/2025 10:23:04 PM,10/5/2025 10:00:00 PM,10/6/2025 10:15:00 PM,F,Type 4 IC,Dollar Lake,"32 Miles N from Pinedale, WY",WF,FI,43.3171,-110.0129,,,{E0EF9813-2A18-43E3-A27B-6F9F3CBBA4D3},,0,1,,1,,0,002533,wildcade,100,100,Cora,Sublette,WYTDC,56035,USFS,WYBTF,,USFS,Federal,,,,,,,GB10,USFS,WYBTF,US-WY,,,Timber (Grass and Understory),Brush (2 feet),14,2025-WYBTF-002533,No Decision,,,,8/21/2025 8:39:57 PM,10/6/2025 10:34:02 PM,1,0,,,{1D101752-3B52-4CA3-BB2B-4BF32C739856},1de1262b-ade6-4734-81c4-70e2a7bbaf4c,Type 3 Incident,-110.006,43.32806
491981,38453552,,ICS209,,,wildcade,4066,0.1,WYTDC,9705000,,,,,Minimal,Smoldering,Creeping,Isolated Torching,Undetermined,,,S8DF,,8/22/2025 5:09:00 PM,,,0,100,0,0,P4,0403,GBCC,9/25/2025 8:40:56 PM,9/25/2025 7:15:00 PM,9/25/2025 7:30:00 PM,F,Type 5 IC,Willow Creek,"3 Miles S from Smoot, WY",WF,FI,42.571477,-111.003799,,,{077A3303-D2CC-4FC6-8546-9CA385E60CD0},,0,1,,,,0,002534,wildcade,100,100,S of Smoot,Lincoln,WYTDC,56023,USFS,WYBTF,,USFS,Federal,,,,,,,GB10,USFS,WYBTF,US-WY,,,Timber (Litter and Understory),Medium Logging Slash,35,2025-WYBTF-002534,No Decision,,,,8/22/2025 5:35:44 PM,10/7/2025 10:43:01 PM,1,0,,,{AF7D0039-7F38-4A88-9EF8-DD405D30B093},463af4f6-4e38-411a-8c89-700dde5e6caf,Type 3 Incident,-110.958833,42.554167
492066,38453637,,ICS209,,,wildcade,165,2,MTKIC,90000,,,,,Minimal,Smoldering,Smoldering,Torching,Natural,,,S8CC,,8/22/2025 7:04:00 PM,,,100,0,0,0,P1,0110,NRCC,10/9/2025 7:01:35 PM,10/3/2025 4:30:00 PM,10/9/2025 6:45:00 PM,U,Type 4 IC,Squeezer Creek,"13 Miles NE from Condon, MT",WF,FI,47.7202,-113.6787,,,{EFCE87ED-8732-4C9E-880D-C6529C9E2973},,0,1,,,,0,000376,ics209,0,0,,Lake,MTKIC,30047,USFS,MTFNF,,USFS,Federal,,,,,,,NR07,USFS,MTFNF,US-MT,,,Timber (Litter and Understory),,2,2025-MTFNF-000376,No Decision,,,,8/22/2025 8:30:39 PM,10/9/2025 7:01:35 PM,1,0,,,{CB29CF76-3F60-4A2C-80A0-04BA49986AFD},515cbb9c-82ad-4487-9e4b-105655e99191,Type 4 Incident,-113.678717,47.7202
492127,38453697,,DEFAULT,,,wildcade,2506,0.1,CACCCC,10500000,,,,,Minimal,Smoldering,Creeping,Smoldering,Human,,,S8CZ,,8/22/2025 10:03:00 PM,,,0,100,0,0,P5,0513,OSCC,9/5/2025 11:50:09 PM,9/4/2025 11:30:00 PM,9/5/2025 11:30:00 PM,F,Type 4 IC,LITTLE,"5 Miles SW from Lake Isabella, CA",WF,FI,35.566564,-118.582177,,,{6B49F156-AA48-475D-91C3-915222C8B2A2},,0,1,,,,0,001327,wildcade,100,100,Lake Isabella,Kern,CACCCC,06029,USFS,CASQF,,USFS,Federal,,,,,,,SC03,USFS,CASQF,US-CA,,,Tall Grass (2.5 feet),Chaparral (6 feet),46,2025-CASQF-001327,No Decision,,,,8/22/2025 10:14:31 PM,10/12/2025 5:17:46 PM,1,0,,,{6F32D294-2A97-44AB-AE09-8FDF72C65441},7a6df7ed-94fa-4700-8bc2-fd7550a9273e,Type 4 Incident,-118.5865,35.564333
492448,38454019,,DEFAULT,,,wildcade,1100,0.1,AZPHC,1000000,,,,,Minimal,Smoldering,Creeping,Smoldering,Natural,,,S8EM,,8/23/2025 12:27:00 AM,,,0,100,0,0,PA,1532,SWCC,9/29/2025 3:29:32 PM,9/28/2025 5:15:00 PM,9/29/2025 3:15:00 PM,F,Type 4 IC,Harrington,"55 Miles NE from San Carlos, AZ",WF,FI,33.603751,-109.606528,,,{459F797D-ACCD-4529-9F2E-0912E735A6EE},,0,1,,,,0,001347,wildcade,100,100,,Graham,AZPHC,04009,BIA,AZSCA,,BIA,Federal,,,,,,,SW08,BIA,AZSCA,US-AZ,,,Tall Grass (2.5 feet),Timber (Grass and Understory),2,2025-AZSCA-001347,No Decision,,,,8/23/2025 6:49:09 PM,9/30/2025 7:02:19 PM,1,0,,,{056C5E57-2D86-47E0-91B5-D3CF75207543},460e99e8-5eee-44a6-b6dd-cfeb47b6e0f4,Type 4 Incident,-109.5475,33.610833
492309,38453879,,DEFAULT,,,INFORM_Mobile,2,,NHNEC,,,,,,,,,,Human,Arson,Unknown (remarks required),,S4110,8/23/2025 11:30:00 AM,,,,,,,,,EACC,,,,,,The Station Road Fire,,WF,FI,,,,,{ABC4E2FD-BE15-47BA-B39A-A10B2E9CBE50},1,0,0,,,,,25R003144,INFORM_Inspector,,,,Washington,NHNEC,23029,,,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,Brush,SH3,,,,2025-MEMES-25R003144,No Decision,,,,8/23/2025 1:03:59 PM,10/10/2025 5:25:56 PM,1,0,,,{5EB3DA2B-995C-4776-B8D9-4C0D73DD687B},f4970599-b1ce-4cdc-8a3c-40f8b7312970,,-67.65598132,44.68187739
492727,38454300,,ICS209,,,wildcade,121,10,MTBRC,4000,,,,,Minimal,Backing,Flanking,Backing,Undetermined,,,,,8/23/2025 6:39:50 PM,,,0,0,0,100,,,NRCC,10/2/2025 9:51:34 PM,9/26/2025 10:45:00 PM,10/2/2025 8:45:00 PM,U,Type 4 IC,Waldo Bar,"32 Miles E from Elk City, ID",WF,FI,45.647453,-114.796143,,,{1226BDB1-B9D9-42E4-B507-B631C5E9B3E1},,0,,,,,0,000540,ics209,0,0,,Idaho,MTBRC,16049,USFS,MTBRF,,USFS,Federal,,,,,,,NR06,USFS,MTBRF,US-ID,,,Timber (Litter and Understory),,1,2025-MTBRF-000540,No Decision,,,,8/24/2025 1:57:19 AM,10/2/2025 9:51:34 PM,1,0,,,{11478BB9-BD62-427A-93D5-28CF807A96E6},badd50a4-7c75-4bb3-9995-8e98d5aa11ef,Type 4 Incident,-114.781723,45.888186
492582,38454152,EKV0,DEFAULT,,,wildcade,227,0.1,AZSDC,,,,,,,,,,Natural,,,,,8/23/2025 8:59:36 PM,,,,,,,P3,0301,SWCC,,,,,,Cottonwood,,WF,FI,33.511833,-109.379333,,,{9D063D92-46F1-488A-9FFD-B7C119BE4D0E},,0,1,,,,,000822,wildcade,,,,Greenlee,AZSDC,04011,USFS,AZASF,,USFS,Federal,,,,,,,SW08,USFS,AZASF,US-AZ,,,,,,2025-AZASF-000822,No Decision,,,,8/23/2025 10:31:03 PM,9/30/2025 7:04:54 PM,1,0,,,{59C8B3F4-F01C-43A8-A660-D09F31C5FF5E},037b88d9-0b18-4708-bbec-b381d1857a92,Type 4 Incident,-109.386883,33.508083
492842,38454412,,ICS209,,,wildcade,59844,0.1,CASICC,183351887,,,,,Minimal,Smoldering,Creeping,Isolated Torching,Natural,,,S8LK,,8/24/2025 7:10:00 AM,,,0,100,0,0,P5,0515,OSCC,10/12/2025 10:14:33 PM,10/12/2025 1:00:00 AM,10/12/2025 10:00:00 PM,U,Type 3 Team,GARNET,"3 Miles SE from Balch Camp, CA",WF,FI,36.855801,-119.044686,,,{68B988A1-C190-4F0C-9BEA-A658D389D167},,0,1,,1,1,0,001684,ics209,99,100,Balch Camp,Fresno,CASICC,06019,USFS,CASNF,,USFS,Federal,Mount Diablo,,,27E,28,12S,SC03,USFS,CASNF,US-CA,,,Timber (Litter and Understory),Timber (Grass and Understory),518,2025-CASNF-001684,No Decision,,,,8/24/2025 3:39:54 PM,10/12/2025 10:14:33 PM,1,0,,,{23EBEFA4-09A7-4245-9CC9-CCBAFE496D5D},ce1c5ca5-4025-4580-b9d1-038e654cfacd,Type 3 Incident,-119.042959,36.860693
493066,38454637,,ICS209,,,wildcade,33127,0.1,OREIC,60200000,,,,,Minimal,Creeping,Backing,Smoldering,Natural,,,S8LX,,8/24/2025 7:30:00 PM,,,0,100,0,0,P6,0618,NWCC,10/6/2025 11:08:28 PM,10/5/2025 11:00:00 PM,10/6/2025 11:00:00 PM,U,Type 3 Team,Emigrant,"24 Miles SE from Oakridge, OR",WF,FI,43.468783,-122.241617,,,{241E2B4C-AB2C-42E6-A901-396E1DBC974B},,0,1,,,,0,250322,ics209,62,100,Oakridge,Lane,OREIC,41039,USFS,ORWIF,,USFS,Federal,,,,,,,NW04,USFS,ORWIF,US-OR,,,Medium Logging Slash,Timber (Litter and Understory),39,2025-ORWIF-250322,No Decision,,,,8/24/2025 10:26:55 PM,10/6/2025 11:08:28 PM,1,0,,,{BF6174B3-34D7-4A47-8BA2-6386AB207472},ae077871-af55-4ae3-a863-a67cff8eddb1,Type 3 Incident,-122.241617,43.468783
493682,38455259,,ICS209,,,wildcade,15592,10,WACWC,20527580,,,,,Moderate,Backing,Flanking,Group Torching,Natural,,,S94Y,,8/25/2025 11:48:00 PM,,,0,100,0,0,P6,0617,NWCC,10/8/2025 9:29:50 PM,10/8/2025 1:00:00 AM,10/8/2025 9:00:00 PM,U,Type 3 Team,WILDCAT,"30 Miles W from Naches, WA",WF,FI,46.88922,-121.299019,,,{85E4DC0C-193D-40FE-B4D5-9E467F180B44},,0,1,,,,0,000747,ics209,5,100,Naches,Yakima,WACWC,53077,USFS,WAOWF,,USFS,Federal,,,,,,,NW05,USFS,WAOWF,US-WA,,,Timber (Litter and Understory),Brush (2 feet),130,2025-WAOWF-000747,No Decision,,,,8/26/2025 1:23:47 AM,10/8/2025 9:29:50 PM,1,0,,,{1AFF167C-840E-4991-AE99-EDE4467921A9},e345f527-dc51-4985-b086-ae33979e5d3f,Type 3 Incident,-121.3967,46.845383
493688,38455264,EK11,ICS209,,,wildcade,11929,0.1,CANCIC,55211513,,,,,Minimal,Smoldering,Smoldering,Smoldering,Undetermined,,,S8R9,,8/26/2025 1:24:00 AM,,,0,100,0,0,P5,0510,ONCC,10/13/2025 12:10:28 AM,10/12/2025 12:00:00 AM,10/13/2025 12:00:00 AM,U,Type 3 Team,Dillon,"16 Miles N from Orleans, CA",WF,FI,41.54315,-123.529395,,,{0140F0B6-2F32-4651-9008-E5AE2C38F547},,0,1,,,,0,000715,ics209,95,100,Orleans,Siskiyou,CANCIC,06093,USFS,CASRF,,USFS,Federal,Humboldt,,,6E,7,14N,NC04,USFS,CASRF,US-CA,,,Tall Grass (2.5 feet),Chaparral (6 feet),155,2025-CASRF-000715,No Decision,,,,8/26/2025 1:39:06 AM,10/13/2025 12:10:28 AM,1,0,,,{4B545649-03D3-4DA7-8B8B-E18DBD585F19},6812c1f4-45ae-45a5-b837-6032fedafbe8,Type 3 Incident,-123.540583,41.530133
494305,38455893,,ICS209,,,wildcade,388,3,WACWC,379396,,,,,Minimal,Backing,Smoldering,Creeping,Natural,,,S8XG,,8/27/2025 2:48:00 PM,,,0,100,0,0,P6,0617,NWCC,10/10/2025 2:15:06 AM,10/8/2025 12:30:00 AM,10/10/2025 2:00:00 AM,U,Type 4 IC,MARTIN,"45 Miles NW from Chelan, WA",WF,FI,48.229295,-120.812743,,,{29D673EA-E0EB-48A0-AABA-98330B75B6BE},,0,1,,,,0,000751,ics209,95,100,Holden Village,Chelan,WACWC,53007,USFS,WAOWF,,USFS,Federal,,,,,,,NW05,USFS,WAOWF,US-WA,,,Timber (Grass and Understory),Brush (2 feet),1,2025-WAOWF-000751,No Decision,,,,8/27/2025 3:51:45 PM,10/10/2025 2:15:06 AM,1,0,,,{836B46C8-5812-40F8-9DA1-FE98222A3CEE},61059c5a-ff43-4573-9e73-1d136341f896,Type 4 Incident,-120.81975,48.2257
494769,38456354,EK2E,DEFAULT,,,wildcade,80,0.1,WAPSC,155000,,,,,Minimal,,Creeping,Backing,Natural,,,,,8/28/2025 4:27:00 PM,,,0,100,0,0,P6,0605,NWCC,10/9/2025 8:52:44 PM,10/6/2025 10:45:00 PM,10/9/2025 8:45:00 PM,U,Type 4 IC,Red Mountain,"20 Miles SE from Darrington, WA",WF,FI,48.066833,-121.2691,,,{BAAAAEB9-3D44-47C2-B0B5-DACEA18E5FBB},,0,1,,,,0,000419,ics209,0,100,,Snohomish,WAPSC,53061,USFS,WAMSF,,USFS,Federal,,,,,,,NW01,USFS,WAMSF,US-WA,,,Timber (Grass and Understory),,3,2025-WAMSF-000419,No Decision,,,,8/28/2025 6:42:47 PM,10/9/2025 8:52:44 PM,1,0,,,{7DCE86FB-C02C-420A-BEDF-C0B3B3EB9CFD},bc7f9207-83ed-4ed9-9647-5584e0395754,Type 5 Incident,-121.269333,48.066733
495258,38456843,,ICS209,,,wildcade,14192,0.5,WANEC,30900000,,,,,Minimal,Smoldering,Smoldering,Smoldering,Natural,,,S91W,,8/30/2025 2:17:00 AM,,,0,100,0,0,PN,1532,NWCC,10/9/2025 10:22:48 PM,10/3/2025 2:00:00 PM,10/9/2025 9:45:00 PM,U,Type 5 IC,CROWN CREEK,"1 Miles SE from Marble, WA",WF,FI,48.82865,-117.887467,,,{9E570B61-3058-4038-89A0-DF7B11D6B18F},,0,1,,,,0,002249,ics209,98,100,Colville,Stevens,WANEC,53065,DNR,WANES,,State,Other,Washington,,,39,33,39,NW09,DNR,WANES,US-WA,,,Timber (Litter and Understory),Timber (Grass and Understory),14,2025-WANES-002249,No Decision,,,,8/30/2025 2:35:40 AM,10/9/2025 10:22:48 PM,1,0,,,{B63DB795-0EC2-49F2-BD2E-26A5B8C4A226},fa4733cd-38d9-4884-8054-bbadd24616b0,Type 2 Incident,-117.883167,48.833
495338,38456923,,ICS209,,,wildcade,4680,2,WANEC,18000000,,,,,Minimal,Creeping,Smoldering,Smoldering,Natural,,,S91S,,8/30/2025 9:41:00 AM,,,0,100,0,0,P6,0621,NWCC,10/8/2025 4:32:16 PM,10/3/2025 3:00:00 PM,10/8/2025 4:00:00 PM,U,Type 4 IC,KATY CREEK,"6 Miles NW from Kettle Falls, WA",WF,FI,48.599145,-118.013252,,,{9091D65A-706B-4C0A-87DE-2CD9E1AB64E1},,0,1,,,,0,002257,ics209,98,100,,Ferry,WANEC,53019,USFS,WACOF,,USFS,Federal,,,,,,,NW09,USFS,WACOF,US-WA,,,Timber (Litter and Understory),Timber (Grass and Understory),4,2025-WACOF-002257,No Decision,,,,8/30/2025 2:53:08 PM,10/8/2025 4:32:16 PM,1,0,,,{F1E9AEE2-21D6-4A35-854A-4F97C119F887},effd7155-6b46-4cec-8fdf-10cfe62d2855,Type 4 Incident,-118.15995,48.676667
495433,38457016,,ICS209,,,wildcade,2929,1,IDCDC,2737197,,,,,Minimal,Creeping,Flanking,Backing,Natural,,,S973,,8/30/2025 4:59:00 PM,,,0,100,0,0,P1,0104,NRCC,10/6/2025 5:22:28 PM,9/16/2025 11:30:00 PM,10/2/2025 7:00:00 PM,F,Type 4 IC,Ulm Creek,"16 Miles N from Prichard, ID",WF,FI,47.910201,-116.015175,,,{C22382E8-9642-4FB2-A160-BC27FC170F4D},,0,1,,,,0,000746,ics209,100,100,,Shoshone,IDCDC,16079,USFS,IDIPF,,USFS,Federal,,,,,,,NR01,USFS,IDIPF,US-ID,,,Heavy Logging Slash,Timber (Litter and Understory),40,2025-IDIPF-000746,No Decision,,,,8/30/2025 7:49:53 PM,10/6/2025 5:22:27 PM,1,0,,,{3F6E3007-486A-4A59-8EB4-7A2340112177},5c8abfb3-ddb2-4cdf-b5f8-ecf0024c3ec9,Type 4 Incident,-115.987167,47.879833
495940,38457524,,DEFAULT,,,wildcade,1045,0.1,IDGVC,16661347.17,,,,,Minimal,,Backing,Smoldering,Undetermined,,,S9CM,,9/1/2025 12:30:00 AM,,,0,100,0,0,,,NRCC,10/9/2025 8:56:17 PM,10/2/2025 9:45:00 PM,10/9/2025 8:30:00 AM,U,Type 3 IC,White Pine,"7 Miles NE from Harvard, ID",WF,FI,47.02,-116.61,,,{35C56174-7746-4D76-9ED3-5F26549E41A6},,0,1,,,,0,000772,ics209,93,100,Harvard,Latah,IDGVC,16057,USFS,IDNCF,,USFS,Federal,Boise,NE,SW,R3W,1,43N,NR03,USFS,IDNCF,US-ID,,,Closed Timber Litter,Timber (Litter and Understory),16,2025-IDNCF-000772,No Decision,,,,9/1/2025 2:33:51 AM,10/9/2025 8:56:16 PM,1,0,,,{E984EE2F-F564-4CF5-A60B-6317CF36C5AD},585619b0-15ec-44b5-b027-be71d77cccd8,Type 3 Incident,-116.655633,47.018117
495939,38457523,EKT1,DEFAULT,,,wildcade,309,0.1,MTKDC,,,,,,,,,,Natural,,,,,9/1/2025 1:23:00 AM,,,,,,,P1,0114,NRCC,,,,,,Lost Girl,,WF,FI,48.11275,-115.710633,,,{B31EBF46-7EA5-4CC9-85AB-098EFE57B6EE},,0,1,,,,,000319,wildcade,,,,Sanders,MTKDC,30089,USFS,MTKNF,,USFS,Federal,,,,,,,NR02,USFS,MTKNF,US-MT,,,,,,2025-MTKNF-000319,No Decision,,,,9/1/2025 2:28:10 AM,9/29/2025 2:06:35 PM,1,0,,,{2AF88BD0-07E4-4693-A4A2-A1CAFC2A1E9A},82267bbf-5311-4ea7-a54c-0a8dc98d5316,Type 5 Incident,-115.710722,48.112893
496045,38457623,,ICS209,,,wildcade,3961,50,WANEC,24060854,,,,,Minimal,Smoldering,Smoldering,Smoldering,Natural,,,S95A,,9/1/2025 9:04:00 AM,,,0,100,0,0,PN,1532,NWCC,10/9/2025 10:48:00 PM,9/26/2025 8:00:00 PM,10/9/2025 8:30:00 PM,U,Type 5 IC,TACOMA CREEK,"15 Miles NW from CUSICK, WA",WF,FI,48.543012,-117.574224,,,{B4DB0900-9B38-46AA-B281-0E1609183977},,0,1,,,,0,002284,ics209,95,100,CUSICK,Stevens,WANEC,53065,,,,Private,Private,Willamette,,,41,12,35,NW09,DNR,WANES,US-WA,,,Timber (Litter and Understory),Light Logging Slash,28,2025-WANES-002284,No Decision,,,,9/1/2025 3:45:17 PM,10/9/2025 10:48:00 PM,1,0,,,{466A96E9-F9C4-4335-8676-7BF3CFAC430B},62602823-d452-461b-bca2-1f1306e0c78f,Type 5 Incident,-117.511367,48.49425
496899,38458482,EKT1,DEFAULT,,,wildcade,1411,0.1,MTKDC,914000,,,,,Active,Backing,Flanking,Single Tree Torching,Undetermined,,,S9EE,,9/1/2025 1:15:00 PM,,,0,50,45,5,P1,0114,NRCC,9/25/2025 10:20:10 PM,9/24/2025 10:00:00 PM,9/25/2025 9:45:00 PM,U,Type 3 IC,Isabella,"10 Miles NW from Noxon, MT",WF,FI,48.1094,-115.677,,,{4DE8001E-F267-4E74-A2E4-F04B7D19BE81},,0,1,,,,0,000324,wildcade,0,0,,Sanders,MTKDC,30089,USFS,MTKNF,,USFS,Federal,,,,,,,NR02,USFS,MTKNF,US-MT,,,Closed Timber Litter,,22,2025-MTKNF-000324,No Decision,,,,9/3/2025 8:03:22 PM,9/29/2025 2:06:44 PM,1,0,,,{A701327B-25E4-430D-ABF4-4399A4D378C7},b0827cc7-ab53-4b89-b08e-d03d92a24688,Type 3 Incident,-115.678583,48.122583
496173,38457754,,ICS209,,,wildcade,42631,4,WACWC,51102137,,,,,Moderate,Flanking,Backing,Torching,Natural,,,S98T,,9/1/2025 3:29:00 PM,,,0,100,0,0,P6,0617,NWCC,10/13/2025 1:48:54 AM,10/12/2025 12:00:00 AM,10/13/2025 1:00:00 AM,U,Type 3 IC,LABOR MOUNTAIN,"10 Miles N from Cle Elum, WA",WF,FI,47.36307,-120.84251,,,{348293DC-93BF-4330-A563-5A9B0EBEDA94},,0,1,,,,0,000795,ics209,25,100,Cle Elum,Kittitas,WACWC,53037,USFS,WAOWF,,USFS,Federal,,,,,,,NW05,USFS,WAOWF,US-WA,,,Timber (Grass and Understory),"Dormant Brush, Hardwood Slash",1277,2025-WAOWF-000795,No Decision,,,,9/1/2025 7:42:37 PM,10/13/2025 1:48:54 AM,1,0,,,{CBE2916A-0CB1-43FB-90B8-ED1E4CC4054D},272ab0dc-e9fd-44cb-a405-df1b25ad5fcc,Type 1 Incident,-120.819522,47.382805
